text,segment,intent,speaker
"Ok, here's the order summary. A large, deep dish pan pizza with beef and red onions, mozzarella and provolone cheese, mushrooms and black olives.",red onions,pizza_ordering.type.topping.accept,ASSISTANT
"ok. you want 2 small pizzas, with gluten free crust, 1 with feta cheese and anchovies, and 1 with spinach and italian sausage.",gluten free crust,pizza_ordering.type.crust.accept,ASSISTANT
"they are fine with the order, but have no olives",olives,pizza_ordering.type.topping.reject,ASSISTANT
Just so you know the largest size at Marcos is XL. Would you like the Deluxe pizza to be an XL?,Marcos,pizza_ordering.name.store.accept,ASSISTANT
"OK, so just to confirm you want 2 large pizzas, traditional crust, one plain cheese and one with pineapple and ham?",large,pizza_ordering.size.pizza.accept,ASSISTANT
one small thin crust green olive and pepperoni with extra cheese,extra cheese,pizza_ordering.preference.accept,ASSISTANT
"And one more thing, we need all four of them pizzas to be thin crust.",thin crust.,pizza_ordering.type.crust.accept,USER
"u want 3 large pizzas all with stuffed crust, 1 sausage, 1 cheese with extra cheese, and 1 pepperoni.",cheese,pizza_ordering.type.topping.accept,ASSISTANT
"A medium thin crust pizza with extra cheese, pineapple and chicken toppings",medium,pizza_ordering.size.pizza.accept,ASSISTANT
I would like a medium deep dish pizza.,deep dish pizza,pizza_ordering.name.pizza.accept,USER
"So that's 2 large thin crust pizzas,one veggie lovers, one pepperoni with light sauce totaling out to 58 99 okay?",pepperoni,pizza_ordering.type.topping.accept,ASSISTANT
I have confirmed an order for one large pizza with pepperoni and tomatos from Pizza Mondo Downtown location for $26.,Downtown,pizza_ordering.location.store.accept,ASSISTANT
"The delux comes with sausage, green peppers, mushrooms, and onions.",onions,pizza_ordering.type.topping.accept,ASSISTANT
"ok, so you'd like 2 medium pizzas, 1 half cheese and half pepperoni, and 1 veggie lovers pizza, all with thick crust.",medium pizzas,pizza_ordering.size.pizza.accept,ASSISTANT
"Ok, I just checked and they no longer carry a meat lovers pizza. Would you like to try another pizza",meat lovers pizza,pizza_ordering.name.pizza.reject,ASSISTANT
"ok, you are ordering 4 medium thin crust pizzas, 2 sausage and pepperoni, 1 onion, and 1 broccoli, is that correct?",medium,pizza_ordering.size.pizza.accept,ASSISTANT
"ok, you said 2 large meat lovers pizzas that are gluten free?",meat lovers pizzas,pizza_ordering.name.pizza.accept,ASSISTANT
We are out of sausage. Would you like to proceed without it or add a different ingredient?,sausage,pizza_ordering.type.topping.reject,ASSISTANT
"Ok, let me confirm. You would like 1 18 inch pizza with pepperoni and onion, from Hounddog's Pizza located in Columbus, Ohio. You also would like the Spicy Sauce.","Columbus, Ohio",pizza_ordering.location.store.accept,ASSISTANT
"4 large thing crust pizzas, 2 taco pizzas, mild, 1 veggie lover, and 1 supreme, is that correct?",taco pizzas,pizza_ordering.name.pizza.accept,ASSISTANT
The large then.,large,pizza_ordering.size.pizza.accept,USER
"No problem! That will be a large loaded crust pizza with pepperoni, sausage, mushrooms and green peppers",green peppers,pizza_ordering.type.topping.accept,ASSISTANT
Ok I’ve got 1 half taco half sausage pizza at happy joes that will be ready in 25 minutes cost is 25.59 charged to your card ending in 456..,half sausage,pizza_ordering.name.pizza.accept,ASSISTANT
$57 for 3 medium pizzas.,medium,pizza_ordering.name.pizza.accept,ASSISTANT
To confirm a large cheese with green pepper and pepperoni?,pepperoni,pizza_ordering.type.topping.accept,ASSISTANT
"I will order you a carryout medium size pizza from Papa John's with original crust and pepperoni, bacon, and pineapple for $14.77. Do you confirm this purchase?",bacon,pizza_ordering.type.topping.accept,ASSISTANT
"4 medium pizzas with extra cheese, 1 ham and pineapple, 1 chicken bbq with jalapenos, 1 broccoli and green peppers, and one meatball and pepperoni, is that correct?",broccoli and green peppers,pizza_ordering.name.pizza.accept,ASSISTANT
It looks like pork sausage.,pork sausage,pizza_ordering.type.topping.accept,ASSISTANT
"4 small pizzas: banana peppers and anchovies with extra cheese, correct?",banana peppers,pizza_ordering.type.topping.accept,ASSISTANT
one moment while I send your order to Bella Luna.,Bella Luna,pizza_ordering.name.store.accept,ASSISTANT
"ok, you are ordering 3 small pizzas with thick crust, 1 hawaiin, 1 pepperoni, and 1 cheese, is that correct?",thick crust,pizza_ordering.type.crust.accept,ASSISTANT
"John's Pizza that is on North Graham Street, please.",John's Pizza,pizza_ordering.name.store.accept,USER
"my apologies for the inconvenienc. i'm sure it'll be just as tasty. the total for 3 small pizzas, all with gluten free crust, 1 mushroom and tomatoes, 1 ground beef and mushroom, and 1 double cheese pizza.",gluten free crust,pizza_ordering.type.crust.accept,ASSISTANT
"Ok, so a Sweet Pete with rosemary chicken sausage and caramelized onions?",Sweet Pete,pizza_ordering.name.pizza.accept,ASSISTANT
"sure, 4 medium gluten free pizzas, 2 cheese, 1 pepperoni, and 1 meatlovers.",cheese,pizza_ordering.name.pizza.accept,ASSISTANT
"Is that Magpie restaurant, 21 Bank Row, Greenfield","21 Bank Row, Greenfield",pizza_ordering.location.store.accept,ASSISTANT
"Hi, I would like to order four large pizzas from Bella Luna.",Bella Luna.,pizza_ordering.name.store.accept,USER
It is Tavolàta,Tavolàta,pizza_ordering.name.store.accept,USER
Okay. It actually looks like we're out of the taco pizzas for the night. Do any of the other specialty pizzas sound good to you?,taco pizzas,pizza_ordering.name.pizza.reject,ASSISTANT
"No, thanks. For the meat specialty pizza, I'd like the thick crust.",thick crust,pizza_ordering.type.crust.accept,USER
"Okay, so you wanted one large Supreme pizza on pan crust with black olives added?",pan crust,pizza_ordering.type.crust.accept,ASSISTANT
Got it. And you want it from the location right down the street from you?,location right down the street,pizza_ordering.location.store.accept,ASSISTANT
Stone Oven,Stone Oven,pizza_ordering.name.store.accept,USER
"sure, i have ordered you 2 small thin crust pizzas, 1 meat lovers and 1 supreme.",meat lovers,pizza_ordering.name.pizza.accept,ASSISTANT
For dinner tonight I’m thinking about ordering a personal pan pizza from Oasis Pizzeria. You know the one on East Main Street in Lawrenceburg Kentucky?,Oasis Pizzeria,pizza_ordering.name.store.accept,USER
2 small gluten free pizzas with pepperoni.,gluten free pizzas,pizza_ordering.name.pizza.accept,ASSISTANT
The total for the large pepperoni pizza with 2 additional toppings and 8 packets of condiments comes out to $35.41 including tax.,pepperoni pizza,pizza_ordering.name.pizza.accept,ASSISTANT
"so you said 4 medium pizzas, 2 pepperoni, 1 meat lovers, and 1 supreme, all with thin crust.",medium,pizza_ordering.size.pizza.accept,ASSISTANT
"ok, you are ordering 4 medium pizzas, 2 meatlovers, 2 veggie lovers, is that correct?",meatlovers,pizza_ordering.name.pizza.accept,ASSISTANT
"I need to order some pizzas from Bella Luna. I need three small thin crusts. One with with sausage, one with pepperoni, and one with onion.",sausage,pizza_ordering.type.topping.accept,USER
Ordered! Your order for a small Italian sausage and meatball pizza is going to be ready for pickup in 25 minutes.,Italian sausage and meatball pizza,pizza_ordering.name.pizza.accept,ASSISTANT
"Yeah, it appears they are not accepting orders for spinach or mushroom toppings either because they want this to be a ""selective item"" and will only be available certain times a year.",spinach,pizza_ordering.type.topping.reject,ASSISTANT
"Ok, you are ordering 3 medium Gluten Free pizzas, 2 cheese, and 1 pepperoni, is that correct?",cheese,pizza_ordering.preference.accept,ASSISTANT
"So that's a medium with pepperoni, onions, black olives, bacon and extra cheese.",onions,pizza_ordering.type.topping.accept,ASSISTANT
"Your order of 1 large pizza with normal cheese, marinara sauce, pepperoni, mushrooms, and onions, hand tossed will be ready at the Waikiki Pizza Hut.",Pizza Hut,pizza_ordering.location.store.accept,ASSISTANT
"Ok so that's two large pepperoni and black olive pizzas, an order of 12 hot wings with ranch dipping sauce, four chocolate lava cakes, and a 2 liter of Coke",large,pizza_ordering.size.pizza.accept,ASSISTANT
"So that's 2 large thin crust pizzas,one veggie lovers, one pepperoni with light sauce totaling out to 58 99 okay?",thin crust pizzas,pizza_ordering.name.pizza.accept,ASSISTANT
"let's switch to a meat lover include saussage, pepperoni, italian sausage, italian ham, extra tomatoes sauce and tomato slice, prosciuto",italian sausage,pizza_ordering.type.topping.accept,USER
I need to order four pizzas from Bella Luna.,Bella Luna,pizza_ordering.name.store.accept,USER
"ok so your final order is 1 pizza, medium size with pineapple and pepperoni with thick crust is that right?",pineapple,pizza_ordering.type.topping.accept,ASSISTANT
I want to order some Pizza Hut.,Pizza Hut,pizza_ordering.name.store.accept,USER
A large BBQ puzza. Got it.,large,pizza_ordering.size.pizza.accept,ASSISTANT
"alright, let me submit your order to Bella luna.",Bella luna,pizza_ordering.name.store.accept,ASSISTANT
"Okay, your order has been placed. A receipt will be sent to your mobile device via text message.","Okay, your order has been placed.",pizza_ordering.pizza_order.accept,ASSISTANT
"Sure, would you like it from B-Way Pizza?",B-Way Pizza,pizza_ordering.name.store.accept,ASSISTANT
So one large deep dish meat lovers with pepperoni and jalapeno,jalapeno,pizza_ordering.type.topping.accept,ASSISTANT
Pan.,Pan,pizza_ordering.type.crust.accept,USER
"Great, that's a large thin crust with ham and bacon toppings.",bacon,pizza_ordering.type.topping.accept,ASSISTANT
"Ok, your 14 inch hand tossed pizza with white sauce, spinach, tomato, feta will be ready for pickup in 25 minutes. Your receipt is being sent to your phone through text.",spinach,pizza_ordering.type.topping.accept,ASSISTANT
Ultimate cheesy crust.,cheesy crust,pizza_ordering.type.crust.accept,USER
Hand-tossed is fine.,Hand-tossed,pizza_ordering.type.crust.accept,USER
"Papa Murphys, blaine",Papa Murphys,pizza_ordering.name.store.accept,USER
"Ok, so one large pineapple and anchovy pie?",large,pizza_ordering.size.pizza.accept,ASSISTANT
"Your order of one extra large pizza with apple wood bacon and pepperoni, mozzarella and parmasean cheese, spicy red sauce will be ready in 30 minutes for delivery. The total will be 24 dollars.",parmasean cheese,pizza_ordering.type.topping.accept,ASSISTANT
"So two large pizzas, deep dish, with sausage and pineapple?",pineapple,pizza_ordering.type.topping.accept,ASSISTANT
"yup, i included fresh tomatoes in your order.",fresh tomatoes,pizza_ordering.type.topping.accept,ASSISTANT
Ok they appear to be out of green peppers currently,green peppers,pizza_ordering.type.topping.reject,ASSISTANT
"3 large, thick crust pepperoni pizzas with a side of marinara dipping sauce.",large,pizza_ordering.size.pizza.accept,ASSISTANT
I want one large pan crust pizza.,pan crust pizza,pizza_ordering.name.pizza.accept,USER
I think that a pizza from Papa John's sounds good today. Let's order one!,Papa John's,pizza_ordering.name.store.accept,USER
"No, neither of those are options for the regular pizzas. But there is an option for a meatball and ricotta specialty pizza.",ricotta,pizza_ordering.type.topping.reject,ASSISTANT
"marinara with three cheese blend, ham, and pineapple.",ham,pizza_ordering.type.topping.accept,ASSISTANT
"3 small pizzas, one pepperoni, one pepperoni and sausage, and one tomatoe and onions all with thick crust is what I have. is that correct?",small,pizza_ordering.size.pizza.accept,ASSISTANT
"so your order is: 4 small thin crust pizzas. one chicken bbq, the second with black olives and pineapple, the third is a hawaiian and the fourth is a 4 cheese pizza, correct?",4 cheese pizza,pizza_ordering.name.pizza.accept,ASSISTANT
"So, to confirm, I'm ordering you a large, regular pan pizza, with pepperoni and mushroom, from Oregano's on Speedway and Swan.",large,pizza_ordering.size.pizza.accept,ASSISTANT
"ok, so that's 4 small bbq chicken pizzas, all with gluten free crust.",bbq chicken pizzas,pizza_ordering.name.pizza.accept,ASSISTANT
"A small pizza with sausauge, olives and mushrooms at Papa John’s in Aspen Hill, MD has been successfully placed. It will be ready for pick-up at 8pm. You should be getting the confirmation on your phone.",Papa John’s,pizza_ordering.name.store.accept,ASSISTANT
"I am sorry. Unfortunately, we are out of bacon, chicken, ranch.",ranch,pizza_ordering.type.topping.reject,ASSISTANT
"Okay so just a large cheese pizza, half mushrooms and half onions from I love new York pizza?",large,pizza_ordering.size.pizza.accept,ASSISTANT
done! your pizzas will be ready for pickup at bella luna's soon.,bella luna's,pizza_ordering.name.store.accept,ASSISTANT
your pizza are on order at the local Bella Luna pizzeria and will be ready for pickup in 30 mins.,Bella Luna pizzeria,pizza_ordering.name.store.accept,ASSISTANT
No. Hawaiin pineapples. Substitute it with extra cheese or black olives.,Hawaiin pineapples,pizza_ordering.type.topping.reject,USER
"ok, there is an additional charge for extra cheese, is that ok?",extra cheese,pizza_ordering.preference.accept,ASSISTANT
"Hi, I'd like to order pizzas from Bella Luna Pizzeria. Can you help me out, please?",Bella Luna Pizzeria,pizza_ordering.name.store.accept,USER
